Age,Gender,Geography,Year,Value
Age 50-54,Female,Docklands,2040,1466
Age 50-54,Male,Docklands,2022,441
Age 50-54,Male,Docklands,2024,468
Age 50-54,Male,Docklands,2031,716
Age 50-54,Male,Docklands,2032,766
Age 50-54,Male,Docklands,2033,836
Age 50-54,Male,Docklands,2034,904
Age 55-59,Female,Docklands,2022,437
Age 55-59,Female,Docklands,2023,443
Age 55-59,Female,Docklands,2025,469
Age 55-59,Female,Docklands,2029,523
Age 55-59,Female,Docklands,2030,543
Age 55-59,Female,Docklands,2033,631
Age 55-59,Female,Docklands,2038,850
Age 55-59,Female,Docklands,2039,936
Age 55-59,Male,Docklands,2026,436
Age 55-59,Male,Docklands,2028,467
Age 55-59,Male,Docklands,2032,558
Age 55-59,Male,Docklands,2033,581
Age 55-59,Male,Docklands,2035,642
Age 55-59,Male,Docklands,2036,674
Age 55-59,Male,Docklands,2037,719
Age 60-64,Female,Docklands,2021,240
Age 60-64,Female,Docklands,2025,248
Age 60-64,Female,Docklands,2028,273
Age 60-64,Female,Docklands,2029,282
Age 60-64,Female,Docklands,2033,302
Age 60-64,Female,Docklands,2034,308
Age 60-64,Female,Docklands,2035,317
Age 60-64,Female,Docklands,2036,337
Age 60-64,Female,Docklands,2038,370
Age 60-64,Female,Docklands,2040,410
Age 60-64,Male,Docklands,2026,390
Age 60-64,Male,Docklands,2027,390
Age 60-64,Male,Docklands,2031,411
Age 60-64,Male,Docklands,2034,440
Age 60-64,Male,Docklands,2035,455
Age 60-64,Male,Docklands,2038,516
Age 60-64,Male,Docklands,2039,545
Age 60-64,Male,Docklands,2040,573
Age 65-69,Female,Docklands,2024,309
Age 65-69,Female,Docklands,2026,315
Age 65-69,Female,Docklands,2029,331
Age 65-69,Female,Docklands,2030,326
Age 65-69,Female,Docklands,2035,341
Age 65-69,Female,Docklands,2036,335
Age 65-69,Female,Docklands,2040,369
Age 65-69,Male,Docklands,2023,290
Age 65-69,Male,Docklands,2025,312
Age 65-69,Male,Docklands,2030,323
Age 65-69,Male,Docklands,2032,329
Age 65-69,Male,Docklands,2040,350
Age 65-69,Male,Docklands,2041,365
Age 70-74,Female,Docklands,2022,97
Age 70-74,Female,Docklands,2025,109
Age 70-74,Female,Docklands,2032,148
Age 70-74,Female,Docklands,2035,154
Age 70-74,Female,Docklands,2041,168
Age 70-74,Male,Docklands,2023,196
Age 70-74,Male,Docklands,2027,220
Age 70-74,Male,Docklands,2030,232
Age 70-74,Male,Docklands,2032,238
Age 70-74,Male,Docklands,2038,229
Age 70-74,Male,Docklands,2039,240
Age 70-74,Male,Docklands,2040,224
Age 70-74,Male,Docklands,2041,229
Age 75-79,Female,Docklands,2022,57
Age 75-79,Female,Docklands,2023,62
Age 75-79,Female,Docklands,2024,107
Age 75-79,Female,Docklands,2025,105
Age 75-79,Female,Docklands,2027,160
Age 75-79,Female,Docklands,2031,176
Age 75-79,Female,Docklands,2033,194
Age 75-79,Female,Docklands,2035,203
Age 75-79,Female,Docklands,2037,205
Age 75-79,Female,Docklands,2039,205
Age 75-79,Female,Docklands,2041,201
Age 75-79,Male,Docklands,2021,18
Age 75-79,Male,Docklands,2024,35
Age 75-79,Male,Docklands,2026,65
Age 75-79,Male,Docklands,2032,103
Age 75-79,Male,Docklands,2033,106
Age 75-79,Male,Docklands,2035,118
Age 75-79,Male,Docklands,2037,124
Age 75-79,Male,Docklands,2038,125
Age 75-79,Male,Docklands,2039,126
Age 80-84,Female,Docklands,2028,43
Age 80-84,Female,Docklands,2032,100
Age 80-84,Female,Docklands,2036,131
Age 80-84,Female,Docklands,2037,134
Age 80-84,Female,Docklands,2040,151
Age 80-84,Female,Docklands,2041,149
Age 80-84,Male,Docklands,2021,6
Age 80-84,Male,Docklands,2022,7
Age 80-84,Male,Docklands,2030,78
Age 80-84,Male,Docklands,2032,103
Age 80-84,Male,Docklands,2033,111
Age 80-84,Male,Docklands,2035,125
Age 80-84,Male,Docklands,2041,142
Age 85+,Female,Docklands,2024,18
Age 85+,Female,Docklands,2026,22
Age 85+,Female,Docklands,2028,29
Age 85+,Female,Docklands,2034,69
Age 85+,Female,Docklands,2035,82
Age 85+,Male,Docklands,2021,11
Age 85+,Male,Docklands,2024,14
Age 85+,Male,Docklands,2026,18
Age 85+,Male,Docklands,2027,21
Age 85+,Male,Docklands,2031,32
Age 85+,Male,Docklands,2035,64
Age 85+,Male,Docklands,2036,73
Age 85+,Male,Docklands,2041,103
Age 0-4,Female,East Melbourne,2021,58
Age 0-4,Female,East Melbourne,2025,92
Age 0-4,Female,East Melbourne,2031,131
Age 0-4,Female,East Melbourne,2034,137
Age 0-4,Female,East Melbourne,2036,132
Age 0-4,Female,East Melbourne,2037,132
Age 0-4,Male,East Melbourne,2022,50
Age 0-4,Male,East Melbourne,2023,53
Age 0-4,Male,East Melbourne,2027,84
Age 0-4,Male,East Melbourne,2030,96
Age 0-4,Male,East Melbourne,2034,106
Age 0-4,Male,East Melbourne,2035,105
Age 0-4,Male,East Melbourne,2038,101
Age 0-4,Male,East Melbourne,2040,100
Age 5-9,Female,East Melbourne,2024,25
Age 5-9,Female,East Melbourne,2025,25
Age 5-9,Female,East Melbourne,2026,29
Age 5-9,Female,East Melbourne,2029,47
Age 5-9,Female,East Melbourne,2030,54
Age 5-9,Female,East Melbourne,2031,59
Age 5-9,Female,East Melbourne,2032,62
Age 5-9,Female,East Melbourne,2036,67
Age 5-9,Female,East Melbourne,2038,67
Age 5-9,Female,East Melbourne,2040,64
Age 5-9,Male,East Melbourne,2024,19
Age 5-9,Male,East Melbourne,2026,21
Age 5-9,Male,East Melbourne,2030,37
Age 5-9,Male,East Melbourne,2034,46
Age 5-9,Male,East Melbourne,2035,47
Age 5-9,Male,East Melbourne,2036,47
Age 5-9,Male,East Melbourne,2038,48
Age 5-9,Male,East Melbourne,2039,48
Age 10-14,Female,East Melbourne,2023,19
Age 10-14,Female,East Melbourne,2029,19
Age 10-14,Female,East Melbourne,2031,22
Age 10-14,Female,East Melbourne,2032,30
Age 10-14,Female,East Melbourne,2033,33
Age 10-14,Female,East Melbourne,2035,40
Age 10-14,Female,East Melbourne,2036,42
Age 10-14,Female,East Melbourne,2041,43
Age 10-14,Male,East Melbourne,2025,11
Age 10-14,Male,East Melbourne,2026,12
Age 10-14,Male,East Melbourne,2027,12
Age 10-14,Male,East Melbourne,2035,25
Age 10-14,Male,East Melbourne,2041,27
Age 15-19,Female,East Melbourne,2024,27
Age 15-19,Female,East Melbourne,2025,32
Age 15-19,Female,East Melbourne,2027,34
Age 15-19,Female,East Melbourne,2028,33
Age 15-19,Female,East Melbourne,2030,31
Age 15-19,Female,East Melbourne,2038,31
Age 15-19,Female,East Melbourne,2039,33
Age 15-19,Female,East Melbourne,2040,34
Age 15-19,Female,East Melbourne,2041,35
Age 15-19,Male,East Melbourne,2031,25
Age 20-24,Female,East Melbourne,2023,192
Age 20-24,Female,East Melbourne,2027,214
Age 20-24,Female,East Melbourne,2030,238
Age 20-24,Female,East Melbourne,2033,229
Age 20-24,Female,East Melbourne,2036,206
Age 20-24,Female,East Melbourne,2040,188
Age 20-24,Female,East Melbourne,2041,185
Age 20-24,Male,East Melbourne,2021,193
Age 20-24,Male,East Melbourne,2024,171
Age 20-24,Male,East Melbourne,2025,179
Age 20-24,Male,East Melbourne,2026,176
Age 20-24,Male,East Melbourne,2030,207
Age 20-24,Male,East Melbourne,2040,167
Age 20-24,Male,East Melbourne,2041,164
Age 25-29,Female,East Melbourne,2027,546
Age 25-29,Female,East Melbourne,2030,547
Age 25-29,Female,East Melbourne,2033,554
Age 25-29,Female,East Melbourne,2034,557
Age 25-29,Female,East Melbourne,2039,484
Age 25-29,Male,East Melbourne,2021,402
Age 25-29,Male,East Melbourne,2023,366
Age 25-29,Male,East Melbourne,2027,427
Age 25-29,Male,East Melbourne,2028,442
Age 25-29,Male,East Melbourne,2029,438
Age 25-29,Male,East Melbourne,2032,426
Age 30-34,Female,East Melbourne,2021,399
Age 30-34,Female,East Melbourne,2027,540
Age 30-34,Female,East Melbourne,2030,541
Age 30-34,Female,East Melbourne,2034,554
Age 30-34,Female,East Melbourne,2037,511
Age 30-34,Female,East Melbourne,2041,489
Age 30-34,Male,East Melbourne,2026,426
Age 30-34,Male,East Melbourne,2031,430
Age 30-34,Male,East Melbourne,2037,392
Age 35-39,Female,East Melbourne,2022,264
Age 35-39,Female,East Melbourne,2024,311
Age 35-39,Female,East Melbourne,2029,463
Age 35-39,Female,East Melbourne,2032,503
Age 35-39,Female,East Melbourne,2033,483
Age 35-39,Female,East Melbourne,2036,471
Age 35-39,Female,East Melbourne,2037,488
Age 35-39,Female,East Melbourne,2041,401
Age 35-39,Male,East Melbourne,2021,277
Age 35-39,Male,East Melbourne,2025,389
Age 35-39,Male,East Melbourne,2027,458
Age 35-39,Male,East Melbourne,2031,575
Age 35-39,Male,East Melbourne,2036,533
Age 35-39,Male,East Melbourne,2037,532
Age 35-39,Male,East Melbourne,2038,523
Age 35-39,Male,East Melbourne,2039,513
Age 40-44,Female,East Melbourne,2021,140
Age 40-44,Female,East Melbourne,2022,152
Age 40-44,Female,East Melbourne,2026,250
Age 40-44,Female,East Melbourne,2028,297
Age 40-44,Female,East Melbourne,2030,344
Age 40-44,Female,East Melbourne,2031,363
Age 40-44,Female,East Melbourne,2032,386
Age 40-44,Female,East Melbourne,2035,454
Age 40-44,Female,East Melbourne,2036,459
Age 40-44,Female,East Melbourne,2041,426
Age 40-44,Male,East Melbourne,2021,138
Age 40-44,Male,East Melbourne,2022,150
Age 40-44,Male,East Melbourne,2026,243
Age 40-44,Male,East Melbourne,2028,292
Age 40-44,Male,East Melbourne,2035,447
Age 40-44,Male,East Melbourne,2036,458
Age 40-44,Male,East Melbourne,2037,441
Age 40-44,Male,East Melbourne,2038,424
Age 45-49,Female,East Melbourne,2023,141
Age 45-49,Female,East Melbourne,2024,150
Age 45-49,Female,East Melbourne,2025,163
Age 45-49,Female,East Melbourne,2037,400
Age 45-49,Female,East Melbourne,2040,459
Age 45-49,Male,East Melbourne,2023,144
Age 45-49,Male,East Melbourne,2026,184
Age 45-49,Male,East Melbourne,2030,272
Age 45-49,Male,East Melbourne,2032,329
Age 45-49,Male,East Melbourne,2035,385
Age 45-49,Male,East Melbourne,2038,432
Age 45-49,Male,East Melbourne,2041,489
Age 50-54,Female,East Melbourne,2021,132
Age 50-54,Female,East Melbourne,2025,150
Age 50-54,Female,East Melbourne,2028,179
Age 50-54,Female,East Melbourne,2029,188
Age 50-54,Female,East Melbourne,2036,312
Age 50-54,Female,East Melbourne,2037,333
Age 50-54,Male,East Melbourne,2022,135
Age 50-54,Male,East Melbourne,2023,137
Age 50-54,Male,East Melbourne,2027,176
Age 50-54,Male,East Melbourne,2033,250
Age 50-54,Male,East Melbourne,2036,314
Age 55-59,Female,East Melbourne,2024,162
Age 55-59,Female,East Melbourne,2028,180
Age 55-59,Female,East Melbourne,2032,207
Age 55-59,Female,East Melbourne,2034,225
Age 55-59,Female,East Melbourne,2035,229
Age 55-59,Female,East Melbourne,2038,268
Age 55-59,Male,East Melbourne,2021,124
Age 55-59,Male,East Melbourne,2023,123
Age 55-59,Male,East Melbourne,2025,131
Age 55-59,Male,East Melbourne,2030,146
Age 55-59,Male,East Melbourne,2037,191
Age 60-64,Female,East Melbourne,2021,193
Age 60-64,Female,East Melbourne,2023,195
Age 60-64,Female,East Melbourne,2029,211
Age 60-64,Female,East Melbourne,2030,209
Age 60-64,Female,East Melbourne,2031,207
Age 60-64,Female,East Melbourne,2039,233
Age 60-64,Female,East Melbourne,2041,250
Age 60-64,Male,East Melbourne,2022,130
Age 60-64,Male,East Melbourne,2026,134
Age 60-64,Male,East Melbourne,2030,141
Age 60-64,Male,East Melbourne,2034,141
Age 60-64,Male,East Melbourne,2039,154
Age 65-69,Female,East Melbourne,2021,172
Age 65-69,Female,East Melbourne,2024,185
Age 65-69,Female,East Melbourne,2033,191
Age 65-69,Male,East Melbourne,2021,147
Age 65-69,Male,East Melbourne,2023,149
Age 65-69,Male,East Melbourne,2025,156
Age 65-69,Male,East Melbourne,2029,156
Age 65-69,Male,East Melbourne,2031,158
Age 65-69,Male,East Melbourne,2036,143
Age 65-69,Male,East Melbourne,2037,142
Age 65-69,Male,East Melbourne,2039,140
Age 70-74,Female,East Melbourne,2022,187
Age 70-74,Female,East Melbourne,2024,191
Age 70-74,Female,East Melbourne,2025,195
Age 70-74,Female,East Melbourne,2026,200
Age 70-74,Female,East Melbourne,2029,209
Age 70-74,Female,East Melbourne,2030,211
Age 70-74,Female,East Melbourne,2033,211
Age 70-74,Female,East Melbourne,2038,183
Age 70-74,Female,East Melbourne,2039,177
Age 70-74,Male,East Melbourne,2023,143
Age 70-74,Male,East Melbourne,2025,151
Age 70-74,Male,East Melbourne,2026,152
Age 70-74,Male,East Melbourne,2028,157
Age 70-74,Male,East Melbourne,2029,162
Age 70-74,Male,East Melbourne,2038,134
Age 70-74,Male,East Melbourne,2040,130
Age 75-79,Female,East Melbourne,2022,38
Age 75-79,Female,East Melbourne,2024,59
Age 75-79,Female,East Melbourne,2028,90
Age 75-79,Female,East Melbourne,2029,87
Age 75-79,Female,East Melbourne,2035,86
Age 75-79,Female,East Melbourne,2037,83
Age 75-79,Male,East Melbourne,2023,75
Age 75-79,Male,East Melbourne,2025,108
Age 75-79,Male,East Melbourne,2026,129
Age 75-79,Male,East Melbourne,2029,132
Age 75-79,Male,East Melbourne,2035,139
Age 75-79,Male,East Melbourne,2036,129
Age 75-79,Male,East Melbourne,2037,130
Age 75-79,Male,East Melbourne,2038,125
Age 75-79,Male,East Melbourne,2040,114
Age 75-79,Male,East Melbourne,2041,116
Age 80-84,Female,East Melbourne,2022,21
Age 80-84,Female,East Melbourne,2024,24
Age 80-84,Female,East Melbourne,2031,70
Age 80-84,Female,East Melbourne,2033,74
Age 80-84,Female,East Melbourne,2040,57
Age 80-84,Male,East Melbourne,2023,10
Age 80-84,Male,East Melbourne,2024,11
Age 80-84,Male,East Melbourne,2025,13
Age 80-84,Male,East Melbourne,2028,21
Age 80-84,Male,East Melbourne,2029,26
Age 80-84,Male,East Melbourne,2030,30
Age 80-84,Male,East Melbourne,2031,34
Age 80-84,Male,East Melbourne,2038,33
Age 85+,Female,East Melbourne,2021,26
Age 85+,Female,East Melbourne,2024,32
Age 85+,Female,East Melbourne,2033,68
Age 85+,Female,East Melbourne,2039,108
Age 85+,Female,East Melbourne,2040,113
Age 85+,Male,East Melbourne,2023,18
Age 85+,Male,East Melbourne,2025,21
Age 85+,Male,East Melbourne,2026,22
Age 85+,Male,East Melbourne,2030,28
Age 85+,Male,East Melbourne,2032,37
Age 85+,Male,East Melbourne,2035,53
Age 85+,Male,East Melbourne,2039,66
Age 85+,Male,East Melbourne,2040,69
Age 85+,Male,East Melbourne,2041,72
Age 0-4,Female,Kensington,2021,287
Age 0-4,Female,Kensington,2022,318
Age 0-4,Female,Kensington,2025,431
Age 0-4,Female,Kensington,2041,573
Age 0-4,Male,Kensington,2022,394
Age 0-4,Male,Kensington,2024,466
Age 0-4,Male,Kensington,2026,591
Age 0-4,Male,Kensington,2030,701
Age 0-4,Male,Kensington,2032,738
Age 0-4,Male,Kensington,2035,743
Age 0-4,Male,Kensington,2038,721
Age 0-4,Male,Kensington,2039,715
Age 5-9,Female,Kensington,2023,229
Age 5-9,Female,Kensington,2024,224
Age 5-9,Female,Kensington,2026,248
Age 5-9,Female,Kensington,2027,290
Age 5-9,Female,Kensington,2030,419
Age 5-9,Female,Kensington,2031,465
Age 5-9,Female,Kensington,2032,488
Age 5-9,Female,Kensington,2039,543
Age 5-9,Male,Kensington,2023,298
Age 5-9,Male,Kensington,2032,639
Age 5-9,Male,Kensington,2036,690
Age 10-14,Female,Kensington,2022,154
Age 10-14,Female,Kensington,2024,138
Age 10-14,Female,Kensington,2027,127
Age 10-14,Female,Kensington,2029,121
Age 10-14,Female,Kensington,2030,117
Age 10-14,Female,Kensington,2031,126
Age 10-14,Female,Kensington,2036,263
Age 10-14,Female,Kensington,2038,285
Age 10-14,Male,Kensington,2024,233
Age 10-14,Male,Kensington,2027,208
Age 10-14,Male,Kensington,2028,204
Age 10-14,Male,Kensington,2030,207
Age 10-14,Male,Kensington,2032,272
Age 10-14,Male,Kensington,2041,506
Age 15-19,Female,Kensington,2023,79
Age 15-19,Female,Kensington,2025,101
Age 15-19,Female,Kensington,2032,87
Age 15-19,Female,Kensington,2041,123
Age 15-19,Male,Kensington,2021,111
Age 15-19,Male,Kensington,2026,122
Age 15-19,Male,Kensington,2029,117
Age 15-19,Male,Kensington,2039,136
Age 20-24,Female,Kensington,2023,312
Age 20-24,Female,Kensington,2024,304
Age 20-24,Female,Kensington,2025,312
Age 20-24,Female,Kensington,2026,309
Age 20-24,Female,Kensington,2027,327
Age 20-24,Female,Kensington,2032,359
Age 20-24,Female,Kensington,2033,350
Age 20-24,Female,Kensington,2035,324
Age 20-24,Female,Kensington,2037,308
Age 20-24,Male,Kensington,2022,378
Age 20-24,Male,Kensington,2026,330
Age 20-24,Male,Kensington,2027,350
Age 20-24,Male,Kensington,2030,392
Age 20-24,Male,Kensington,2034,361
Age 20-24,Male,Kensington,2035,348
Age 20-24,Male,Kensington,2037,330
Age 20-24,Male,Kensington,2038,330
Age 20-24,Male,Kensington,2039,328
Age 25-29,Female,Kensington,2022,906
Age 25-29,Female,Kensington,2023,841
Age 25-29,Female,Kensington,2025,823
Age 25-29,Female,Kensington,2026,860
Age 25-29,Female,Kensington,2030,923
Age 25-29,Female,Kensington,2032,894
Age 25-29,Female,Kensington,2033,906
Age 25-29,Female,Kensington,2035,904
Age 25-29,Female,Kensington,2036,885
Age 25-29,Female,Kensington,2038,833
Age 25-29,Female,Kensington,2039,809
Age 25-29,Male,Kensington,2021,833
Age 25-29,Male,Kensington,2026,763
Age 25-29,Male,Kensington,2027,807
Age 25-29,Male,Kensington,2028,825
Age 25-29,Male,Kensington,2033,798
Age 25-29,Male,Kensington,2035,801
Age 25-29,Male,Kensington,2040,699
Age 30-34,Female,Kensington,2021,935
Age 30-34,Female,Kensington,2022,967
Age 30-34,Female,Kensington,2025,1122
Age 30-34,Female,Kensington,2031,1176
Age 30-34,Female,Kensington,2032,1213
Age 30-34,Female,Kensington,2037,1059
Age 30-34,Female,Kensington,2040,1084
Age 30-34,Male,Kensington,2022,732
Age 30-34,Male,Kensington,2025,848
Age 30-34,Male,Kensington,2029,885
Age 30-34,Male,Kensington,2031,890
Age 30-34,Male,Kensington,2032,922
Age 30-34,Male,Kensington,2035,853
Age 30-34,Male,Kensington,2036,795
Age 35-39,Female,Kensington,2021,620
Age 35-39,Female,Kensington,2022,667
Age 35-39,Female,Kensington,2025,809
Age 35-39,Female,Kensington,2026,862
Age 35-39,Female,Kensington,2027,922
Age 35-39,Female,Kensington,2028,998
Age 35-39,Female,Kensington,2029,1068
Age 35-39,Female,Kensington,2030,1120
Age 35-39,Female,Kensington,2032,1114
Age 35-39,Female,Kensington,2034,1049
Age 35-39,Female,Kensington,2035,1035
Age 35-39,Female,Kensington,2039,1010
Age 35-39,Female,Kensington,2040,981
Age 35-39,Male,Kensington,2024,768
Age 35-39,Male,Kensington,2026,880
Age 35-39,Male,Kensington,2027,949
Age 35-39,Male,Kensington,2029,1094
Age 35-39,Male,Kensington,2030,1150
Age 35-39,Male,Kensington,2033,1141
Age 35-39,Male,Kensington,2035,1058
Age 35-39,Male,Kensington,2038,1076
Age 35-39,Male,Kensington,2040,1012
Age 40-44,Female,Kensington,2022,499
Age 40-44,Female,Kensington,2027,828
Age 40-44,Female,Kensington,2029,970
Age 40-44,Female,Kensington,2032,1146
Age 40-44,Female,Kensington,2034,1282
Age 40-44,Female,Kensington,2036,1370
Age 40-44,Male,Kensington,2021,426
Age 40-44,Male,Kensington,2026,693
Age 40-44,Male,Kensington,2033,1109
Age 40-44,Male,Kensington,2035,1205
Age 40-44,Male,Kensington,2039,1125
Age 40-44,Male,Kensington,2041,1141
Age 45-49,Female,Kensington,2029,537
Age 45-49,Female,Kensington,2031,662
Age 45-49,Female,Kensington,2034,799
Age 45-49,Female,Kensington,2039,1017
Age 45-49,Female,Kensington,2040,1068
Age 45-49,Male,Kensington,2021,353
Age 45-49,Male,Kensington,2022,372
Age 45-49,Male,Kensington,2023,373
Age 45-49,Male,Kensington,2027,477
Age 45-49,Male,Kensington,2030,636
Age 45-49,Male,Kensington,2041,1132
Age 50-54,Female,Kensington,2032,347
Age 50-54,Female,Kensington,2035,438
Age 50-54,Female,Kensington,2037,515
Age 50-54,Female,Kensington,2039,596
Age 50-54,Male,Kensington,2021,177
Age 50-54,Male,Kensington,2024,178
Age 50-54,Male,Kensington,2031,250
Age 50-54,Male,Kensington,2038,415
Age 50-54,Male,Kensington,2039,450
Age 55-59,Female,Kensington,2023,231
Age 55-59,Female,Kensington,2024,233
Age 55-59,Female,Kensington,2026,229
Age 55-59,Female,Kensington,2027,234
Age 55-59,Female,Kensington,2028,235
Age 55-59,Female,Kensington,2029,246
Age 55-59,Female,Kensington,2030,248
Age 55-59,Female,Kensington,2033,271
Age 55-59,Female,Kensington,2037,311
Age 55-59,Female,Kensington,2038,338
Age 55-59,Male,Kensington,2021,253
Age 55-59,Male,Kensington,2023,246
Age 55-59,Male,Kensington,2025,249
Age 55-59,Male,Kensington,2026,247
Age 55-59,Male,Kensington,2027,245
Age 55-59,Male,Kensington,2028,253
Age 55-59,Male,Kensington,2029,255
Age 55-59,Male,Kensington,2034,302
Age 55-59,Male,Kensington,2037,331
Age 55-59,Male,Kensington,2040,428
Age 55-59,Male,Kensington,2041,464
Age 60-64,Female,Kensington,2022,196
Age 60-64,Female,Kensington,2031,182
Age 60-64,Female,Kensington,2033,185
Age 60-64,Female,Kensington,2040,227
Age 60-64,Male,Kensington,2021,220
Age 60-64,Male,Kensington,2022,222
Age 60-64,Male,Kensington,2024,214
Age 60-64,Male,Kensington,2025,209
Age 60-64,Male,Kensington,2029,214
Age 60-64,Male,Kensington,2035,218
Age 60-64,Male,Kensington,2038,240
Age 60-64,Male,Kensington,2039,250
Age 60-64,Male,Kensington,2040,261
Age 65-69,Female,Kensington,2021,190
Age 65-69,Female,Kensington,2022,187
Age 65-69,Female,Kensington,2025,191
Age 65-69,Female,Kensington,2029,188
Age 65-69,Female,Kensington,2030,184
Age 65-69,Female,Kensington,2035,180
Age 65-69,Female,Kensington,2038,179
Age 65-69,Male,Kensington,2025,121
Age 65-69,Male,Kensington,2028,116
Age 65-69,Male,Kensington,2033,110
Age 65-69,Male,Kensington,2034,109
Age 65-69,Male,Kensington,2035,110
Age 65-69,Male,Kensington,2036,103
Age 65-69,Male,Kensington,2037,104
Age 65-69,Male,Kensington,2039,107
Age 65-69,Male,Kensington,2040,112
Age 65-69,Male,Kensington,2041,113
Age 70-74,Female,Kensington,2029,168
Age 70-74,Female,Kensington,2030,168
Age 70-74,Female,Kensington,2034,163
Age 70-74,Female,Kensington,2035,155
Age 70-74,Female,Kensington,2039,148
Age 70-74,Female,Kensington,2040,148
Age 70-74,Male,Kensington,2021,82
Age 70-74,Male,Kensington,2025,98
Age 70-74,Male,Kensington,2027,95
Age 70-74,Male,Kensington,2028,101
Age 70-74,Male,Kensington,2033,105
